问题,答案
问题:被加工零件工序图是什么，它包含哪些内容？,答案:被加工零件工序图是根据选定的工艺方案，表示在一台机床上或一条自动线上完成的工艺内容、加工部位的尺寸及精度、技术要求、加工用定位基准、夹压部位、以及被加工零件的材料、硬度和在本机床加工前毛坯情况的图纸。它包括的内容有：被加工零件的形状、加工用基准和夹压的方向及位置、加工表面的尺寸、精度、光洁度、位置尺寸及精度和技术条件、被加工零件的名称、编号、材料、硬度以及被加工部位的余量。
问题:如何确定本机床加工部位的位置尺寸？,答案:当本机床加工部位与设计基面不一致时，需要将不对称公差的尺寸换算为对称公差尺寸，并从定位基面标注尺寸。例如，尺寸 150+0. 应换算为 150.035 士 0.035。
问题:孔的加工余量应该如何处理？,答案:在钝阶梯孔时，大直径孔的单边余量应小于相邻两孔半径之差，以便镂刀能通过。在加工毛坯孔时，还需要注意孔的铸造偏心及铸造毛刺的大小，以便设计相应尺寸的锐杆。
问题:精镂机床是否允许留有退刀痕迹，如何表示？,答案:对精镂机床必须注明是否允许留有退刀痕迹，以及允许退刀痕的形状（直线或螺旋退刀痕）。在绘制被加工零件工序图时，本机床加工部位用粗实线表示，定位基面符号用△表示，夹压位置符号用 i 及＠，辅助支承符号用;等表示。
问题:定位基面符号表示什么？,答案:定位基面符号用△表示，表示定位基面的位置。
问题:什么是加工示意图，它在组合机床设计中起到什么作用？,答案:加工示意图是组合机床设计的重要图纸之一，在机床总体设计中占有重要地位。它是设计刀具、夹具、主轴箱以及选择动力部件的主要资料，同时也是调整机床和刀具的依据。
问题:加工示意图需要反映哪些内容，如何绘制？,答案:加工示意图需要反映机床的加工过程和加工方法，并决定浮动夹头或接杆的尺寸，锐杆长度，刀具种类及数最，刀具长度及加工尺寸，主轴尺寸及伸出长度，主轴、刀具、导向与工件间的联系尺寸等。绘制加工示意图时，首先要按比例绘制工件的外形及加工部位的展开图，然后根据工件加工要求及选定的加工方法绘制刀具，并确定导向形式、位置及尺寸，选择主轴和接杆。
问题:如何确定刀具、导向及工件之间的尺寸关系？,答案:从刀具中找出影响其联系尺寸的关键刀具，按其中最长的一根刀具，从主轴箱到工件间的最小距离来确定全部刀具、导向及工件之间的尺寸关系。
问题:对于采用浮动夹头的钝孔刀杆，如何处理刀杆退出导向时防止下垂的？,答案:一般是用托架来托住退出的刀杆，在绘制加工示意图时，必须将托架联系尺寸标出。
问题:加工示意图还需要绘制什么内容？,答案:加工示意图还要绘制出工件加工部位的图形。
问题:在编制多工位机床的加工示意图时，需要注意哪些方面？,答案:在编制多工位机床的加工示意图时，需要分出工位并按每工位的加工内容顺序进行绘制，同时还要画出工件在回转工作台或鼓轮上的位置示意图，以便能清楚地看出工件及主轴箱上主轴的排列位置。
问题:在编制加工示意图的过程中，首先遇到的是什么？,答案:在编制加工示意图的过程中，首先遇到的是刀具的选择。
问题:刀具选择的重要性是什么？,答案:刀具选择是否合理，直接影响到机床的加工精度、生产率和工作情况。正确地选择刀具是一个相当重要的工作。
问题:影响刀具选择的因素有哪些？,答案:影响刀具选择的因素包括工件的加工精度、光洁度、加工尺寸、台阶孔加工、切屑排除以及生产效率等，除此之外还有其他特殊要求，如加工孔表面不许有退刀痕时，需将工件抬起让刀退出等。
问题:如何确定工序间的加工余量？,答案:关于工序间加工余量的确定，可按表 2-6 推荐数值选取。
问题:在设计组合机床时，需要考虑哪些内容？,答案:设计组合机床时，需要正确地选择导向结构，确定导向的参数和精度。
问题:组合机床刀具导向的具体设计方法和要求在哪里详细介绍？,答案:组合机床刀具导向的具体设计方法和要求将在“3-3 导向装置”和“4-4 刀具的导向和其他工具”中详细介绍。
问题:组合机床常用哪些导向结构？,答案:组合机床常用的各种导向结构包括固定式导向和旋转导向。
问题:在哪种情况下应该选择固定式导向？,答案:在加工小孔时，如钻孔、扩孔、绞孔等，其导向部分直径较小，旋转线速度一般小于 20 米/分，通常是采用固定式导向。
问题:什么情况下应该选择旋转导向？,答案:当导向直径较大，转速较高（线速度大于 20 米/分）时，为了避免刀杆因摩擦发热而变形，产生“别劲”现象，或因导向润滑不良和细切屑进入，而使刀杆与导套“咬死”，则应选用旋转导向。
问题:如何根据具体情况选择导向的形式和结构？,答案:必须根据导向的旋转速度、加工精度、刀具工作条件等具体情况，选择导向的形式和结构。例如，在精镂 2 级和 1 级孔，旋转速度和精度要求都比较高时，应当选用精密的滚珠轴承的旋转导向。
问题:如何选择导向精度较高的旋转导向？,答案:如果精铰2级孔且转速不高，可以选择导向精度较高的滑动轴承的旋转导向。
问题:如何选择滚锥轴承的旋转导向？,答案:如果粗铰孔时转速较高但精度要求较低，可以选择滚锥轴承的旋转导向。
问题:如何确定导向的数量？,答案:导向的数量应根据工件形状、刀具的刚性及工作情况来决定。通常钻、扩、绞单层壁上的小孔，或用伸不大的钻杆钻、扩、铰深度不大的大孔时，采用一个导向。在轴数少、刚性好的情况下，或者在已钻底孔中继续钻孔时，也可以不用导向。在采用长钻杆加工多层壁同心孔系时，如气缸体曲轴轴承孔、凸轮轴孔以及车床床头箱等工件，应根据情况采取两个或多个导向。
问题:为什么长钻杆加工多层壁同心孔系时需要采取两个或多个导向？,答案:因为长钻杆在切削力及其自重的作用下会产生变形。对于粗加工机床，要注意分析切削力引起的钻杆变形；对于精加工机床，则主要考虑钻杆自重变形对加工精度的影响，它直接影响钻孔的直线性。
问题:如何减少钻杆自重变形？,答案:当钻杆较粗时，可做成空心结构，以减少自重变形。例如，如果钻杆外径为D，当其带有直径为0.5D的内孔时，自重变形将减少20%，而空心钻杆对其刚性影响很小，此时只减弱约6%。但内孔直径不能太大，当大于0.5D时，钻杆刚性则显著下降。
问题:如何增加中间支承（导向）？,答案:增加中间支承（导向）是减少钻杆自重变形、保证加工精度常用的有效措施。例如，图2-120所示为加工气缸体曲轴轴承孔钻杆多导向布置的实例。
问题:什么是中间导向，采用两个中间导向比用一个导向有什么优势？,答案:中间导向是指在加工过程中，用于引导和支撑工件的部件。采用两个中间导向比用一个导向能减少自重变形近7倍，提高工件的工作稳定性。
问题:当受工件条件限制，无法增加中间支承时，如何提高工件的工作稳定性？,答案:如果无法增加中间支承，可以减少加工余量，尽量加粗工件并减轻其自重，提高两端导向的配合精度，来提高工件的工作稳定性。
