questions,answers
如何利用西门子810/820CNC系统菜单功能排除加工中心自动换刀机故障？,当换刀机某一信号不到位而发生故障，致使整机不能运行时，可以采用西门子810/820CNC系统菜单功能排除故障。这种方法无需熟悉换刀机液动或气动控制原理和换刀机PLC控制信号，只需查到控制某一动作的阀即可。
如何使用 CRT 菜单功能使换刀装置恢复到起始位置？,在西门子 810/820 系统中，要使换刀装置恢复到起始位置，需要进入单独运动模式（模式开关至 MDI—AUTOMATIC 状态），然后按诊断键进入 PLC 状态，选择 FW 软键进入 FB 菜单，将 FB119 设定为 1，切换至 JOG 状态并进入 TOOL—CMOTIONS 状态，按选择键完成所需动作，最后将 FB119 调为 0 并回复至正常菜单。
在单独运动模式下，如何进入单独换刀程序？,在单独运动模式下，需要按诊断键进入 PLC 状态，选择 FW 软键进入 FB 菜单，将 FB119 设定为 1，切换至 JOG 状态并进入 TOOL—CMOTIONS 状态，按选择键完成所需动作。
什么是 FB119，如何使用它来切换换刀机手动和自动模式？,FB119 是换刀机手动、自动切换 PLC 参数。要切换换刀机手动和自动模式，需要将 FB119 设定为 1，然后在 JOG 状态下进入 TOOL—CMOTIONS 状态，按选择键完成所需动作，最后将 FB119 调为 0 并回复至正常菜单。
如果 PLC 参数不能修改，如何获取修改码？,如果 PLC 参数不能修改，可以向制造厂索取修改码。获取修改码后，可以按照上述步骤进行操作。
什么型号的加工中心配置了西门子 880 系统？该加工中心刀库配有几把刀位？,UFZ6 加工中心配置了西门子 880 系统。该加工中心刀库配有 120 把刀位。
如何控制刀具的人工装卸？,刀具的人工装卸是通过脚踏开关控制气阀的动作来夹紧和松开刀具。
当机械手不能手动换刀时，气阀是否动作？,当机械手不能手动换刀时，气阀不动作。
N—K8 继电器由哪个输出来控制？,N—K8 继电器由 A27.6 的输出来控制。
M123.3 和 M165.3 是什么？,M123.3 和 M165.3 是 PLC 内部的程序中间继电器。
E26.0 输入由什么控制？,E26.0 输入由脚踏开关 N—S06 控制。
E26.7 输入是什么？,E26.7 输入是一套由机械和电气连锁装置组成的刀库门控制信号。
FANUCOi系列数控系统的主要优点是什么？,答案1：FANUCOi系列数控装置具有性价比高、操作简单、方便等优点。
FANUCOi系列数控系统的结构特点是什么？,答案2：FANUCOi系列数控系统采用模块化结构，主CPU板上集成了FROM&SRAM模块、PMC控制模块、存储器和主轴模块、伺服模块等，集成度较高，体积更小，便于安装排布。
FANUCOi系列数控系统采用哪种键盘？,答案3：FANUCOi系列数控系统采用全字符键盘。
FANUCOi系列数控系统的用户程序区容量比OMD系列大多少？,答案4：FANUCOi系列数控系统的用户程序区容量比OMD系列大一倍。
FANUCOi系列数控系统如何编写或修改梯形图？,答案5：FANUCOi系列数控系统使用编辑卡编写或修改梯形图，携带与操作都很方便。
FANUCOi系列数控系统如何存储或输入机床参数、PMC程序以及加工程序？,答案6：FANUCOi系列数控系统使用存储卡存储或输入机床参数、PMC程序以及加工程序，操作简单方便。
FANUCOi系列数控系统具有什么功能？,答案7：FANUCOi系列数控系统具有HRV功能，伺服增益设定比OMD系统高一倍，理论上轮廓加工误差可减少1/2。]
OMD系统和FANUCOi系统的圆度误差分别是多少？,OMD系统的圆度误差通常为0.02mm-0.03mm，FANUCOi系统的圆度误差通常为0.01mm-0.02mm。
FANUCOi系统的PMC程序有哪些优点？,FANUCOi系统的PMC程序基本指令执行周期短，容量大，功能指令更丰富，使用更方便。
FANUCOi系统可以预读多少个程序段？,FANUCOi系统可以预读12个程序段。
机床运动轴的反向间隙如何补偿？,机床运动轴的反向间隙在快速移动或进给移动过程中由不同的间隙补偿参数自动补偿。
FANUCOi系统与OMD系统相比有哪些优势？,FANUCOi系统具有更高的圆度精度、更短的PMC程序执行周期、更大的PMC程序容量、更多的功能指令、更方便的操作和诊断功能等优势。
FANUCOi 系列有哪些高性价比的特点？,FANUCOi 系列具有整体软件功能包、高速、高精度加工和网络功能等高性价比特点。
FANUCOi 系列可用于哪些类型的机床？,FANUCOi 系列可用于加工中心、铣床、车床等类型的机床，如 FANUC Oi - MB/MA 用于加工中心和铣床， 4 轴 4 联动； FANUC Oi - TBITA 用于车床， 4 轴 2 联动等。
FANUCOi 数控系统由哪些部分组成？,FANUCOi 数控系统由控制单元、显示单元、机床操作面板、 I/0 模块、伺服驱动单元、主轴驱动单元等组成。
FANUCOi 数控装置由哪些部分构成？,FANUCOi 数控装置由主板模块和 I/0 接口模块两部分构成，主板模块主要包括 CPU 、内存（系统软件、宏程序、梯形图、参数等）、 PMC 控制、 I/0 Link 控制、伺服控制、主轴控制、内存卡 IIF 及 LED 显示等。
1/0 模块主要包括哪些组成部分？,1/0 模块主要包括电源、1/0 接口、通信接口、MDI 控制、显示控制、手摇脉冲发生器控制和高速串行总线等组成部分。
FANUC 16i/18i/21i 系列数控系统有哪些特点？,FANUC 16i/18i/21i 系列数控系统的主要特点包括超小型、超薄型设计、纳米插补、超高速串行通信和伺服 HRV 控制。
FANUC 16i/18i/21i 系列数控系统的体积如何？,FANUC 16i/18i/21i 系列产品比 FANUCOi 系统体积进一步缩小，将液晶显示器与 CNC 控制部分融为一体，实现了超小型化和超薄型化。无扩展槽时厚度只有 60mm。
纳米插补是什么？,纳米插补是以纳米为单位计算发送到数字伺服控制器的位置指令，极为稳定，在与高速、高精度的伺服控制部分配合下能够实现高精度加工。通过使用高速 RISC 处理器，可以在进行纳米插补的同时，以适合于机床性能的最佳进给速度进行加工。
超高速串行通信有哪些优势？,超高速串行通信利用光导纤维将 CNC 控制单元和多个伺服放大器连接起来的高速串行总线，可以实现高速度的数据通信并减少连接电缆。
FANUC 16i/18i/21i 系统的网络功能是什么？,FANUC 16i/18i/21i 系统具有内嵌式以太网控制板，可以与多台计算机同时进行高速数据传输，适合于构建在加工线和工厂主机之间进行交换的生产系统。
FANUC 数控系统是否支持远程诊断？,通过因特网，可以对 FANUC 数控系统进行远程诊断，将维护信息发送到服务中心。
FANUC 数控系统的操作与维护功能包括哪些？,可以通过接触摸画面上所显示的按键进行操作；可以利用存储卡进行各类数据的输入僧料；可以以对话方式诊断发生报警的原因，显示出报警的详细内容和处置办法；显示出随附在机床上的易损件的剩余寿命；存储机床维护时所需的信息；通过波形方式显示伺服的各类数据，便于进行伺服的调节；可以存储报警履历和操作人员的操作履历，便于发生故障时查找原因。
FANUC 数控系统是否支持控制个性化？,通过 C 语言编程，可以实现画面显示和操作的个性化；用宏语言编程，可以实现 CNC 功能的高度定制；通过 C 语言编程，可以构建与由梯形图控制的机器处理密切相关的应用功能。
FANUC Series 16/18/21 是什么类型的 CNC？,FANUC Series 16/18/21 是与 Windows 2000 对应的高功能开放式 CNC。
这些 CNC 型号与哪个操作系统对应？可以使用什么样的软件？,这些型号的 CNC 与 Windows 2000 对应，可以使用市面上出售的多种软件。这些软件不仅支持机床制造商的机床个性化和智能化，还可以与终端用户自身的个性化相对应。
提供了哪些软件环境？,为了与 CNC/PMC 进行数据交换，提供可以用 C 语言或 BASIC 语言调用的 FOCASl 驱动器和库函数；提供 CNC 基本操作软件包，它是在计算机上进行 CNC/PMC 显示、输入、维护的应用软件； CNC 画面显示功能软件，是在计算机上显示出与标准的 i 系列 CNC 相同画面的应用软件； DNC 运转管理软件包，可以完成从计算机上的硬盘高速地向 CNC 传输 NC 程序并加以运行。
FANUC 16i/18i/21i 系列数控系统由哪些部分组成？,FANUC 16i/18i/21i 系统由液晶显示器一体型 CNC、机床操作面板、伺服放大器、强电盘用 I/0 模块、 1/0 Link 阳放大器、便携式机床操作面板及适配器、 ai 系列 AC 伺服电机、 ai 系列 AC 主轴电机、应用软件包等部分组成。
什么是 FANUC 18i-A 控制单元的外部形状类型？,FANUC 18i-A 控制单元的外部形状类型分为带选择槽和不带槽两种。
控制单元 (FANUC 18i/180i ，一体型显示器）组成包括哪些部分？,控制单元 (FANUC 18i/180i ，一体型显示器）组成包括主板和选择板。主板上主要有 CNC 控制用 CPU 、电源回路、电池保护存储器、轴控制板、主轴串行接口、 LCD 显示控制、 MDI 接口、 1/0 板、 PMC 控制板、存储卡接口、 RS-232C 通信接口等；选择板主要有上料器控制板、数据服务器板、 C 语言板、 HSSB 接口板、子 CPU 板等，可根据需要进行配置。
FANUCOi 数控装置接口包括哪些部分？,FANUCOi 数控装置接口包括“STATUS”（状态）LED指示灯、“BATTERY”以及“CP8”接口。
当 CNC 装置发生故障时，如何通过“STATUS”LED指示灯进行故障判断？,当主板发生故障时，通过“STATUS”LED指示灯的不同状态，可以进行故障判断。
"什么是 ""MEMORY CA 即 CNMC 插口？",MEMORY CA 即 CNMC 插口是 PMC 编辑卡与数据备份存储卡的接口。
"旋转开关 ""RSWl 的作用是什么？",RSWl 旋转开关是维修时使用的，通常无需进行任何调整。
JDlA 接口的作用是什么？,JDlA 接口为串行接口，用于 NC 与 1/0 各种单元的连接（如机床操作面板、1/0 扩展单元等），可对各设备的 1/0 信号进行高速传送。
JA7A 接口的作用是什么？,"JA7A 接口是串行主轴或位置编码器接口。当系统使用数字（串行）主轴时，与伺服模块的 ""JA7B 接口连接。当使用模拟主轴时，此接口连接位置编码器的主轴反馈信号。"
JA8B 接口的作用是什么？,JA8B 接口是模拟主轴接口，与模拟主轴伺服放大器连接，用于控制模拟主轴电动机。
JSlA 接口的作用是什么？,JSlA 接口是 SERVOl 伺服模块接口，与伺服模块定义的第 1 轴接口连接。
