questions,answers
开式静压导轨的工作原理是什么？,开式静压导轨的工作原理是来自液压泵的压力油，其压力为Po，经节流阀降至P1，进入导轨的各个油腔内，借油腔内的压力将动导轨浮起，使导轨面间以一层厚度为ho的油膜隔开，油腔中的油不断地穿过各油腔的油封间隙流回油箱，压力降为零。当动导轨受到外载W工作时，使导轨向下产生一个位移，导轨间隙由ho降至h，使油腔回油阻力增大，油腔中压力增大，以平衡负载，使导轨仍在纯液体摩擦下工作。
什么是闭式液体静压导轨的工作原理？,闭式液体静压导轨的工作原理是通过在导轨各方向导轨面上开设油腔，从而承受各方面载荷的能力。当受到力矩时，油腔各处的压强会发生变化，形成一个与力矩呈反向的力矩，从而使导轨保持平衡。
什么是空气静压导轨的特点？,空气静压导轨以空气为介质，具有内摩擦力低和良好的冷却作用，可以减小热变形的特点。
工件坐标系的原点通常设在哪里？,工件坐标系的原点通常设在毛坯上表面的中心处。
西门子840D系统数控德床加工中心可以实现哪些功能？,西门子840D系统数控德床加工中心可以实现钻削、车削、铣削、磨削等数控功能，也能应用于剪切、冲压、激光加工等数控加工领域。
西门子840D系统具有哪些特点？,西门子840D系统是全数字化数控系统，具有高度模块化及规范化的结构，将CNC和驱动控制集成在一块板子上，将闭环控制的全部硬件和软件集成在一平方厘米的空间中，便于操作、编程和监控。
可实现哪些设备的控制？,可实现钻、车、铣、磨、切割、冲、激光加工和搬运设备的控制。
SIMODRIVE611 数字驱动模块的特点是什么？,备有全数字化的 SIMODRIVE611 数字驱动模块，最多可控制 31 个进给轴和主轴，进给和快速进给的速度范围为 10x103～999mm／min。
D 可实现哪些操作方式？,操作方式主要有 AUTOMATIC（自动）、JOG（手动）、TEACHIN（交互式程序编制）、MDA（手动过程数据输入）。
D 可进行哪些补偿功能？,可进行进给轴和主轴同步操作的功能、轮廓的冲突检测、刀具半径补偿的接近和退出策略及交点计算、刀具长度补偿、螺距误差补偿、测量系统误差补偿、反向间隙补偿、过象限误差补偿等。
D 系统的 NC 编程特点是什么？,符合 DIN66025 标准，具有高级语言编阳色的程序编辑器，可进行公制、英制尺寸或混合尺寸的编程，程序编制与加工可同时进行。
D 系统的用户内存是多少？,系统具备 1.5MB 的用户内存，用于零件程序、刀具偏置、补偿的存储。
D 集成式 PLC 的特点是什么？,完全以标准 SIMATIC S7 模块为基础，PLC 程序和数据内存可扩展 288KB，VO 模块可扩展到 2048 个输入／输出点，PLC 程序可以极高的采样速率监视数字输入向数控机床发送运动停止／启动等命令。
D系统提供了哪些标准的PC软件和硬件？,D系统提供有标准的PC软件、硬盘、奔腾处理器，用户可在MS—Windows 98／2000下开发自定义的界面。
D系统提供了哪些接口，可以完成哪些功能？,D系统提供了2个通用接口RS—232，可使主机与外设进行通信。用户还可通过磁盘驱动器接口和打印机并行接口完成程序存储、读入及打印工作。
D系统支持哪些语言的显示功能？,D系统提供了多语种的显示功能，包括中文、英语、德语、西班牙语、法语、意大利语。用户只需按一下按钮，即可将用户界面从一种语言转为另一种语言。
D系统配有哪种通用操作员接口，可以实现哪些功能？,D系统配有RS—232C／TTY 通用操作员接口，加工过程中可同时通过通用接口进行数据输入/输出。此外，用PCIN软件可以进行串行数据通信，通过RS—232接口可方便地使840与西门子编程器或普通的个人电脑连接起来，进行加工程序、PLC程序、加工参数等各种信息的双向通信。用SINDNC软件可以通过标准网络进行数据传送，还可以用CNC 高级编语言进行程序的协调。
数控系统为数控机床提供了哪些资源，以满足不同数控机床的性能要求？,数控系统为数控机床提供了较完善的软、硬件资源，包括显示器、CNC面板、机床操作面板上相关的软、硬按键等，以满足不同数控机床的性能要求。
如何通过数控系统实现数控机床的操作？,数控机床的操作可以通过数控系统提供的“人机对话界面”来实现，包括显示器、CNC面板、机床操作面板上相关的软、硬按键的有序操作。
[西门子840D数控系统通常应用于哪些类型的数控机床？,西门子840D数控系统通常应用于数控铣床、数控车床、数控磨床及小型的数控加工中心等。
图5.1所示的“人机对话界面”由哪四部分组成？,图5.1所示的“人机对话界面”由显示器及软键区、字符键区、程序修改和光标控制键区以及机床控制操作面板组成。
显示器可以显示哪些内容？,显示器可以显示刀具实际位置、加工程序、坐标系、刀具参数、机床参数、报警信息等内容。
软键的功能是什么？,软键的功能不确定，其含义显示于当前屏幕对应软键的位置。在一个主功能下可能有多个子功能，子功能键往往以软键的形式存在。开机操作时，首先选择主功能，再通过软键选择下级子功能。
字符键区包括哪些键？,字符键区包括数字键和字母键。
程序修改和光标控制键区在数控程序输入时有哪些作用？,在数控程序输入时，程序修改和光标控制键区可以用于插入、删除、光标移动等操作。
机床控制操作面板由哪些部分组成？,机床控制操作面板由进给控制键、主轴控制键、自动加工方式键、急停开关等组成。在该操作面板上，可以控制各轴快速进给、切削进给，控制主轴正转、反转、停止，控制主轴速度、切削进给速度等。
[显示器在数控操作系统中的作用是什么？,显示器用于显示数控机床多种状态下的各种信息和数据，帮助操作人员了解机床状态。
屏幕显示区域的划分如图5.2所示，屏幕划分了多少个区域？,屏幕显示基本划分为17个区域。
什么是操作方式显示区域，西门子有哪些操作方式？,操作方式显示区域显示当前的操作方式，西门子有JOC（点动/进给操作方式）、81 MDA（手动数据自动执行方式）和AUTO（自动执行程序方式）三种操作方式。
什么是加工工件程序名显示区域？,加工工件程序名显示区域用于显示当前加工工件的程序名称。
什么是通道操作信息显示区域？,通道操作信息显示区域用于显示通道操作信息。
什么是通道状态显示区域？,通道状态显示区域用于显示通道状态。
什么是辅助解释文本，有哪些情况？,辅助解释文本用于提供额外的解释和帮助，有以下三种情况：“i”：显示信息，“＞”：在同一菜单中，横向软键条扩展。
什么是加工窗口和数控显示区域？,加工窗口和数控显示区域用于显示加工过程和数控系统的相关信息。
什么是用户信息对话提示显示区域？,用户信息对话提示显示区域用于显示用户信息和对话提示。
什么是当前窗口显示区域？,当前窗口显示区域用于显示当前操作的窗口内容。
如何调用辅助解释文本？,可以通过按“A”键来调用辅助解释文本。
如何进入下一级菜单？,可以通过按软键条上的水平方向软键或垂直方向软键来进入下一级菜单。
如何进行操作区域切换？,可以通过按两次切换键来从当前的操作区域切换到前一个或后一个操作区域，然后返回。
标准基础菜单可以进入哪些操作区域？,标准基础菜单可以进入Machine（加工）、Parameters（参数）、Program（程序）、Services（服务）和Diagnosis（诊断）五个操作区域。
如何在具有双重用途的按键上进行切换？,可以通过按一下切换键，然后再按其他键来在具有双重用途的按键上进行切换。
如何在横向软TNo键子菜单中输入刀具偏置值？,在横向软TNo键子菜单中按下刀具补偿（Tooloffset）选项，纵向软键子DNo.菜单显示如图5.5所示。利用字母键盘／光标键区的翻页下一个偏置键、光标移动键，选择刀偏号并输入刀偏值，再按下输入DNo.键，将输入的刀偏值存入存储器内，所输入的值将显示在CRT的相应区域内。
如何删除或修改刀具偏置值？,选择需要的刀具偏置号，移Go 1o··动光标到将要删除或修改的输入区域的位置，用数字键输入新值或者输入“零”。
在点动JOG方式下如何校准刀具？,在点动方式下测量所用刀具的尺寸，测量值可以输入到刀具偏置存储器内。在输入显示上输入刀具测量数据可用于刀具校准。在返回参考点后，实际值存储器和实际值的显示，都是参照于机床零点“M”的。
如何输入零点偏置的值？,将可设置零点偏置的值输入到控制器作为“调整数据”，对每一个轴可以选择4种零点偏置（G54～G57）进行设置。
如何在参数功能选项中设置数据？,在横向软键子菜单中按下设定数据（Setting data）选项。
如何在设置数据中选择零点偏置？,通过Z0+键和Z0-键，在标号区中输入所要的零点偏置存储器号或将光标定位于所要的零点偏置存储器号之前。
如何在设置数据中选择可设置零点偏置？,通过终光标定位于所要区域上，输入/变更数值或使用圈（Toggle）键选择新的值。
如何保存设置数据中的数值？,在程序管理主功能状态下，保存数值。
如何检索程序？,在程序管理主功能状态下，选择“程序”操作区域，可显示NC中所有的工件子目录。通过光标选择要加工工件的程序进行加工，也可以根据需要，打开程序进行观察和编辑。
